transaction_id,transaction_id_num,user_id,user_id_num,product_id,amount,payment_method,status,event_time
T1047,1047,U355,355,P5,15,upi,success,2023-10-17
T1048,1048,U302,302,P4,60,debit card,success,2023-08-20
T1049,1049,U408,408,P7,20,credit card,success,2023-06-07
T1050,1050,U144,144,P8,30,net banking,success,2023-01-13
T1051,1051,U336,336,P7,20,no payment,success,2023-03-28
T1052,1052,U90,90,P4,60,net banking,success,2023-09-10
T1053,1053,U575,575,P7,20,net banking,success,2023-01-15
T1054,1054,U140,140,P8,30,net banking,success,2023-06-13
T1055,1055,U791,791,P10,18,net banking,failed,2023-08-12
T1056,1056,U699,699,P4,60,no payment,success,2023-07-01
T1057,1057,U183,183,P6,12,upi,success,2023-01-16
T1058,1058,U322,322,P0,0,no payment,success,2023-11-26
T1059,1059,U556,556,P2,10,upi,success,2023-05-07
T1060,1060,U192,192,P2,10,upi,success,2023-12-05
T1061,1061,U480,480,P8,30,no payment,success,2023-11-28
T1062,1062,U357,357,P2,10,no payment,success,2023-11-15
T1063,1063,U235,235,P7,20,no payment,success,2023-11-07
T1064,1064,U535,535,P6,12,upi,success,2023-10-03
T1065,1065,U529,529,P3,25,no payment,success,2023-04-10
T1066,1066,U546,546,P4,60,credit card,success,2023-04-06
T1067,1067,U735,735,P7,20,debit card,success,2023-08-07
T1068,1068,U397,397,P0,0,debit card,success,2023-11-02
T1069,1069,U132,132,P10,18,credit card,failed,2023-10-12
T1070,1070,U197,197,P1,0,debit card,success,2023-09-03
T1071,1071,U81,81,P0,0,upi,success,2023-07-17
T1072,1072,U774,774,P6,12,no payment,success,2023-08-16
T1073,1073,U307,307,P3,25,no payment,success,2023-06-14
T1074,1074,U522,522,P1,0,no payment,success,2023-10-21
T1075,1075,U469,469,P9,0,credit card,success,2023-02-07
T1076,1076,U112,112,P10,18,credit card,success,2023-08-06
T1077,1077,U253,253,P9,0,upi,success,2023-10-08
T1078,1078,U526,526,P8,30,credit card,failed,2023-10-21
T1079,1079,U438,438,P6,12,no payment,failed,2023-09-30
T1080,1080,U410,410,P5,15,upi,success,2023-04-25
T1082,1082,U446,446,P5,15,no payment,success,2023-06-22
T1083,1083,U378,378,P0,0,net banking,success,2023-06-23
T1084,1084,U390,390,P1,0,no payment,failed,2023-12-08
T1085,1085,U657,657,P3,25,upi,success,2023-07-25
T1086,1086,U235,235,P4,60,net banking,pending,2023-08-13
T1087,1087,U110,110,P7,20,no payment,failed,2023-06-01
T1088,1088,U746,746,P1,0,no payment,failed,2023-06-03
T1089,1089,U25,25,P9,0,net banking,success,2023-12-14
T1090,1090,U530,530,P1,0,net banking,success,2023-03-05
T1091,1091,U435,435,P10,18,debit card,success,2023-06-06
T1092,1092,U402,402,P3,25,net banking,success,2023-04-15
T1093,1093,U88,88,P8,30,credit card,success,2023-04-09
T1094,1094,U525,525,P3,25,net banking,failed,2023-12-22
T1095,1095,U42,42,P8,30,upi,success,2023-01-10
T1097,1097,U182,182,P6,12,no payment,success,2023-03-05
T1098,1098,U13,13,P4,60,credit card,success,2023-02-28
T1099,1099,U339,339,P8,30,net banking,success,2023-04-11
T1100,1100,U259,259,P6,12,credit card,failed,2023-01-31
T1101,1101,U258,258,P4,60,debit card,success,2023-03-14
T1102,1102,U204,204,P4,60,credit card,success,2023-12-16
T1103,1103,U783,783,P3,25,no payment,success,2023-09-09
T1104,1104,U459,459,P4,60,debit card,success,2023-03-26
T1105,1105,U169,169,P3,25,net banking,success,2023-09-09
T1106,1106,U693,693,P2,10,credit card,success,2023-02-19
T1107,1107,U366,366,P8,30,debit card,success,2023-12-28
T1108,1108,U416,416,P0,0,net banking,success,2023-05-07
T1109,1109,U143,143,P3,25,net banking,success,2023-07-18
T1110,1110,U496,496,P1,0,credit card,success,2023-06-14
T1111,1111,U237,237,P5,15,credit card,success,2023-10-28
T1112,1112,U189,189,P10,18,debit card,success,2023-03-15
T1113,1113,U255,255,P7,20,credit card,success,2023-12-04
T1114,1114,U616,616,P10,18,net banking,success,2023-12-13
T1115,1115,U336,336,P2,10,no payment,success,2023-08-15
T1116,1116,U671,671,P4,60,debit card,success,2023-06-02
T1117,1117,U368,368,P2,10,no payment,success,2023-10-25
T1118,1118,U181,181,P7,20,no payment,success,2023-07-21
T1119,1119,U105,105,P8,30,net banking,success,2023-07-05
T1120,1120,U200,200,P0,0,no payment,success,2023-08-02
T1121,1121,U586,586,P8,30,upi,failed,2023-12-28
T1122,1122,U377,377,P7,20,debit card,success,2023-05-22
T1123,1123,U221,221,P4,60,net banking,success,2023-04-27
T1124,1124,U182,182,P10,18,credit card,success,2023-07-25
T1125,1125,U396,396,P6,12,no payment,success,2023-03-03
T1126,1126,U481,481,P4,60,credit card,success,2023-08-22
T1127,1127,U281,281,P5,15,net banking,failed,2023-12-25
T1129,1129,U521,521,P9,0,debit card,success,2023-09-29
T1130,1130,U429,429,P4,60,no payment,success,2023-02-02
T1131,1131,U434,434,P5,15,net banking,failed,2023-05-13
T1132,1132,U207,207,P5,15,debit card,success,2023-06-07
T1133,1133,U513,513,P1,0,debit card,failed,2023-02-20
T1134,1134,U170,170,P7,20,debit card,success,2023-07-01
T1135,1135,U758,758,P10,18,debit card,success,2023-08-03
T1136,1136,U215,215,P0,0,debit card,success,2023-05-24
T1137,1137,U744,744,P5,15,no payment,success,2023-10-12
T1139,1139,U560,560,P3,25,net banking,success,2023-11-20
T1140,1140,U51,51,P1,0,credit card,success,2023-08-12
T1141,1141,U728,728,P2,10,net banking,success,2023-03-02
T1142,1142,U754,754,P0,0,debit card,success,2023-10-24
T1143,1143,U469,469,P2,10,credit card,success,2023-04-14
T1144,1144,U415,415,P9,0,net banking,success,2023-10-20
T1145,1145,U84,84,P9,0,credit card,success,2023-12-07
T1147,1147,U402,402,P2,10,debit card,failed,2023-01-09
T1148,1148,U206,206,P10,18,credit card,success,2023-12-03
T1149,1149,U488,488,P0,0,upi,success,2023-01-18
T1150,1150,U580,580,P9,0,debit card,success,2023-01-04
T1151,1151,U507,507,P1,0,no payment,success,2023-03-30
T1152,1152,U778,778,P0,0,no payment,success,2023-01-29
T1153,1153,U78,78,P5,15,net banking,success,2023-11-14
T1154,1154,U85,85,P8,30,upi,success,2023-10-12
T1155,1155,U673,673,P10,18,credit card,failed,2023-03-19
T1156,1156,U653,653,P10,18,net banking,success,2023-06-01
T1157,1157,U80,80,P8,30,no payment,pending,2023-09-27
T1158,1158,U694,694,P5,15,credit card,success,2023-03-08
T1159,1159,U25,25,P8,30,no payment,success,2023-02-06
T1160,1160,U156,156,P9,0,no payment,success,2023-09-29
T1161,1161,U605,605,P8,30,upi,success,2023-09-07
T1162,1162,U19,19,P9,0,debit card,success,2023-05-12
T1163,1163,U426,426,P5,15,credit card,success,2023-07-25
T1164,1164,U323,323,P0,0,upi,success,2023-05-23
T1165,1165,U237,237,P2,10,no payment,success,2023-09-14
T1166,1166,U55,55,P0,0,no payment,success,2023-10-10
T1167,1167,U109,109,P10,18,upi,success,2023-03-05
T1168,1168,U368,368,P7,20,credit card,failed,2023-09-27
T1169,1169,U371,371,P7,20,no payment,success,2023-07-24
T1170,1170,U118,118,P3,25,credit card,success,2023-02-27
T1171,1171,U703,703,P5,15,upi,success,2023-11-09
T1172,1172,U42,42,P1,0,no payment,success,2023-09-20
T1173,1173,U529,529,P4,60,net banking,success,2023-08-31
T1175,1175,U670,670,P8,30,no payment,success,2023-01-13
T1176,1176,U728,728,P9,0,debit card,success,2023-06-15
T1177,1177,U14,14,P8,30,no payment,pending,2023-11-25
T1178,1178,U798,798,P7,20,no payment,failed,2023-08-04
T1179,1179,U271,271,P4,60,no payment,pending,2023-04-07
T1180,1180,U419,419,P6,12,upi,success,2023-09-20
T1181,1181,U433,433,P3,25,no payment,success,2023-07-25
T1182,1182,U522,522,P2,10,no payment,success,2023-02-18
T1183,1183,U47,47,P1,0,upi,success,2024-01-01
T1184,1184,U96,96,P3,25,no payment,success,2023-05-05
T1185,1185,U146,146,P7,20,net banking,success,2023-05-05
T1186,1186,U679,679,P8,30,net banking,failed,2023-06-04
T1187,1187,U584,584,P6,12,no payment,success,2023-07-27
T1188,1188,U766,766,P7,20,upi,success,2023-10-12
T1189,1189,U398,398,P6,12,no payment,success,2023-11-24
T1190,1190,U194,194,P4,60,no payment,pending,2023-10-22
T1191,1191,U718,718,P8,30,credit card,success,2023-09-24
T1193,1193,U678,678,P4,60,upi,pending,2023-10-22
T1194,1194,U351,351,P3,25,debit card,success,2023-07-02
T1195,1195,U658,658,P7,20,credit card,failed,2023-12-18
T1196,1196,U119,119,P7,20,debit card,success,2023-09-20
T1197,1197,U486,486,P0,0,no payment,success,2023-09-18
T1198,1198,U418,418,P6,12,net banking,success,2023-10-09
T1199,1199,U78,78,P4,60,upi,failed,2023-04-22
T1200,1200,U214,214,P10,18,upi,success,2023-05-20
T1201,1201,U93,93,P10,18,no payment,success,2023-09-08
T1202,1202,U688,688,P4,60,debit card,success,2023-05-01
T1203,1203,U519,519,P10,18,upi,success,2023-12-13
T1204,1204,U269,269,P3,25,credit card,success,2023-05-27
T1205,1205,U152,152,P8,30,credit card,pending,2023-11-20
T1206,1206,U483,483,P0,0,debit card,success,2023-02-03
T1207,1207,U620,620,P5,15,credit card,success,2023-08-13
T1208,1208,U355,355,P7,20,net banking,success,2023-10-10
T1209,1209,U442,442,P2,10,no payment,success,2023-10-02
T1210,1210,U615,615,P3,25,upi,success,2023-01-28
T1211,1211,U13,13,P10,18,no payment,success,2023-07-14
T1212,1212,U525,525,P10,18,debit card,failed,2023-07-29
T1213,1213,U120,120,P6,12,no payment,success,2023-03-17
T1214,1214,U57,57,P8,30,upi,success,2023-04-10
T1215,1215,U640,640,P5,15,upi,failed,2023-01-08
T1216,1216,U173,173,P5,15,debit card,success,2023-06-06
T1217,1217,U259,259,P4,60,upi,success,2023-11-28
T1218,1218,U117,117,P1,0,credit card,success,2023-03-27
T1219,1219,U184,184,P10,18,no payment,success,2023-01-25
T1220,1220,U162,162,P1,0,net banking,success,2023-01-27
T1221,1221,U66,66,P8,30,net banking,success,2023-05-30
T1222,1222,U532,532,P3,25,net banking,success,2023-02-20
T1223,1223,U657,657,P7,20,debit card,success,2023-02-22
T1224,1224,U326,326,P6,12,net banking,success,2023-08-11
T1225,1225,U52,52,P10,18,no payment,success,2023-01-25
T1226,1226,U479,479,P9,0,upi,success,2023-03-01
T1227,1227,U650,650,P10,18,credit card,success,2023-08-10
T1228,1228,U688,688,P3,25,net banking,success,2023-06-04
T1229,1229,U300,300,P0,0,net banking,success,2023-05-05
T1230,1230,U16,16,P7,20,net banking,failed,2023-10-20
T1231,1231,U610,610,P7,20,credit card,success,2023-08-09
T1232,1232,U314,314,P8,30,no payment,success,2023-04-28
T1233,1233,U493,493,P2,10,net banking,failed,2023-07-26
T1234,1234,U426,426,P8,30,upi,success,2023-06-15
T1235,1235,U187,187,P6,12,debit card,success,2023-01-08
T1238,1238,U637,637,P10,18,upi,success,2023-11-14
T1239,1239,U39,39,P2,10,credit card,success,2023-07-05
T1240,1240,U442,442,P9,0,credit card,success,2023-05-03
T1241,1241,U66,66,P3,25,debit card,success,2023-03-18
T1242,1242,U603,603,P3,25,debit card,success,2023-01-01
T1243,1243,U111,111,P0,0,no payment,success,2023-04-29
T1244,1244,U123,123,P0,0,net banking,success,2023-05-03
T1245,1245,U611,611,P1,0,debit card,success,2023-07-25
T1246,1246,U412,412,P7,20,no payment,pending,2023-07-24
T1247,1247,U43,43,P2,10,credit card,success,2023-02-10
T1248,1248,U703,703,P9,0,net banking,success,2023-06-26
T1249,1249,U210,210,P8,30,upi,success,2023-07-04
T1250,1250,U509,509,P9,0,credit card,success,2023-02-01
T1251,1251,U581,581,P6,12,no payment,success,2023-12-30
T1252,1252,U189,189,P9,0,upi,success,2023-10-10
T1253,1253,U676,676,P9,0,credit card,success,2023-07-25
T1254,1254,U85,85,P7,20,debit card,pending,2023-10-13
T1255,1255,U49,49,P2,10,no payment,success,2023-09-26
T1256,1256,U701,701,P5,15,upi,success,2023-06-15
T1257,1257,U26,26,P6,12,debit card,success,2023-09-11
T1258,1258,U656,656,P2,10,upi,success,2023-03-25
T1259,1259,U311,311,P6,12,net banking,success,2023-04-10
T1260,1260,U678,678,P2,10,net banking,success,2023-03-06
T1261,1261,U358,358,P3,25,no payment,success,2023-01-16
T1262,1262,U776,776,P9,0,upi,success,2023-08-22
T1263,1263,U609,609,P4,60,net banking,success,2023-03-08
T1264,1264,U371,371,P10,18,credit card,success,2023-09-27
T1265,1265,U58,58,P1,0,credit card,success,2023-09-16
T1266,1266,U302,302,P8,30,net banking,success,2023-07-22
T1267,1267,U271,271,P5,15,net banking,success,2023-07-02
T1268,1268,U606,606,P5,15,no payment,success,2023-06-10
T1269,1269,U407,407,P4,60,no payment,success,2023-10-08
T1270,1270,U744,744,P10,18,credit card,success,2023-07-15
T1271,1271,U678,678,P3,25,debit card,failed,2023-02-15
T1272,1272,U505,505,P9,0,upi,pending,2023-04-10
T1273,1273,U603,603,P3,25,debit card,success,2023-09-22
T1274,1274,U283,283,P9,0,no payment,success,2023-12-23
T1275,1275,U537,537,P5,15,debit card,failed,2023-05-09
T1276,1276,U129,129,P7,20,no payment,pending,2023-09-07
T1277,1277,U665,665,P6,12,debit card,success,2023-07-25
T1278,1278,U599,599,P10,18,credit card,success,2023-06-19
T1279,1279,U2,2,P1,0,no payment,success,2023-08-02
T1280,1280,U204,204,P1,0,credit card,success,2023-11-08
T1281,1281,U205,205,P10,18,debit card,success,2023-09-02
T1282,1282,U212,212,P2,10,net banking,success,2023-07-30
T1284,1284,U216,216,P4,60,upi,success,2023-09-03
T1285,1285,U477,477,P9,0,net banking,success,2023-05-02
T1286,1286,U536,536,P9,0,upi,success,2023-03-28
T1287,1287,U540,540,P4,60,debit card,success,2023-04-06
T1288,1288,U243,243,P7,20,upi,success,2023-04-13
T1289,1289,U730,730,P8,30,upi,success,2023-03-13
T1290,1290,U580,580,P7,20,upi,success,2023-01-30
T1291,1291,U299,299,P3,25,credit card,success,2023-06-07
T1292,1292,U394,394,P3,25,upi,success,2023-04-24
T1293,1293,U716,716,P7,20,no payment,success,2023-05-24
T1294,1294,U538,538,P10,18,debit card,success,2023-03-05
T1295,1295,U112,112,P6,12,credit card,success,2023-12-15
T1296,1296,U310,310,P4,60,no payment,success,2023-02-02
T1297,1297,U640,640,P8,30,debit card,success,2023-04-18
T1298,1298,U728,728,P9,0,credit card,pending,2023-07-10
T1299,1299,U676,676,P1,0,debit card,success,2023-10-04
T1300,1300,U681,681,P2,10,net banking,success,2023-04-18
T1301,1301,U391,391,P9,0,debit card,failed,2023-08-18
T1302,1302,U615,615,P9,0,net banking,failed,2023-08-08
T1303,1303,U336,336,P3,25,net banking,success,2023-04-27
T1304,1304,U188,188,P2,10,debit card,failed,2023-09-16
T1305,1305,U238,238,P4,60,net banking,success,2023-05-27
T1306,1306,U391,391,P9,0,credit card,success,2023-02-01
T1307,1307,U171,171,P5,15,net banking,success,2023-11-24
T1308,1308,U649,649,P4,60,upi,success,2023-10-16
T1309,1309,U9,9,P9,0,credit card,success,2023-01-08
T1310,1310,U682,682,P2,10,credit card,failed,2023-01-03
T1311,1311,U82,82,P4,60,credit card,success,2023-01-14
T1312,1312,U172,172,P1,0,upi,pending,2023-05-11
T1313,1313,U62,62,P4,60,upi,success,2023-07-13
T1314,1314,U255,255,P4,60,upi,success,2023-01-15
T1315,1315,U461,461,P3,25,upi,success,2023-11-01
T1316,1316,U391,391,P4,60,upi,success,2023-07-27
T1317,1317,U374,374,P5,15,no payment,success,2023-11-01
T1318,1318,U649,649,P8,30,no payment,success,2023-09-22
T1319,1319,U32,32,P1,0,upi,success,2023-04-02
T1320,1320,U798,798,P5,15,credit card,success,2023-09-06
T1321,1321,U62,62,P2,10,net banking,success,2023-12-20
T1322,1322,U393,393,P1,0,net banking,success,2023-11-15
T1323,1323,U758,758,P1,0,no payment,success,2023-07-07
T1324,1324,U671,671,P4,60,upi,success,2023-09-04
T1325,1325,U576,576,P2,10,debit card,success,2023-04-11
T1326,1326,U581,581,P8,30,net banking,pending,2023-02-12
T1327,1327,U383,383,P2,10,net banking,success,2023-06-01
T1328,1328,U162,162,P4,60,credit card,success,2023-04-19
T1329,1329,U26,26,P2,10,net banking,success,2023-04-20
T1330,1330,U313,313,P7,20,no payment,success,2023-01-18
T1331,1331,U57,57,P10,18,upi,success,2023-01-15
T1332,1332,U716,716,P5,15,upi,success,2023-06-26
T1333,1333,U329,329,P0,0,net banking,success,2023-09-16
T1334,1334,U115,115,P7,20,debit card,success,2023-11-25
T1335,1335,U275,275,P10,18,no payment,success,2023-03-03
T1336,1336,U328,328,P7,20,net banking,success,2023-05-28
T1337,1337,U552,552,P3,25,no payment,success,2023-01-11
T1339,1339,U753,753,P6,12,no payment,success,2023-05-21
T1340,1340,U106,106,P6,12,no payment,success,2023-11-02
T1341,1341,U446,446,P9,0,no payment,success,2023-03-01
T1342,1342,U150,150,P1,0,upi,success,2023-10-09
T1343,1343,U455,455,P6,12,debit card,success,2023-03-08
T1344,1344,U653,653,P5,15,upi,success,2023-11-24
T1345,1345,U725,725,P4,60,credit card,success,2023-01-18
T1346,1346,U79,79,P7,20,net banking,success,2023-02-24
T1347,1347,U210,210,P5,15,upi,success,2023-07-30
T1348,1348,U460,460,P9,0,no payment,failed,2023-07-27
T1349,1349,U133,133,P6,12,credit card,success,2023-11-14
T1350,1350,U604,604,P10,18,debit card,failed,2023-08-11
T1351,1351,U29,29,P1,0,debit card,success,2023-03-15
T1353,1353,U24,24,P5,15,no payment,success,2023-03-14
T1354,1354,U99,99,P4,60,no payment,success,2023-06-08
T1355,1355,U406,406,P7,20,debit card,success,2023-02-24
T1356,1356,U503,503,P8,30,no payment,failed,2023-06-01
T1357,1357,U655,655,P5,15,net banking,success,2023-08-09
T1358,1358,U299,299,P3,25,no payment,success,2023-08-01
T1359,1359,U672,672,P8,30,upi,failed,2023-10-20
T1360,1360,U437,437,P6,12,no payment,success,2023-12-31
T1361,1361,U83,83,P7,20,debit card,success,2023-02-14
T1362,1362,U379,379,P9,0,net banking,success,2023-10-18
T1363,1363,U347,347,P8,30,no payment,success,2023-10-23
T1364,1364,U728,728,P5,15,net banking,success,2023-12-03
T1365,1365,U673,673,P8,30,credit card,success,2023-11-23
T1366,1366,U115,115,P6,12,no payment,pending,2023-12-31
T1367,1367,U2,2,P6,12,net banking,success,2023-10-01
T1368,1368,U101,101,P4,60,no payment,failed,2023-01-25
T1369,1369,U389,389,P8,30,debit card,success,2023-08-26
T1370,1370,U20,20,P4,60,debit card,success,2023-12-22
T1371,1371,U633,633,P8,30,debit card,success,2023-12-16
T1373,1373,U13,13,P4,60,debit card,success,2023-12-28
T1374,1374,U697,697,P6,12,no payment,success,2023-04-10
T1375,1375,U468,468,P5,15,upi,success,2023-01-06
T1376,1376,U200,200,P0,0,upi,success,2023-07-10
T1377,1377,U332,332,P2,10,no payment,success,2023-07-18
T1378,1378,U717,717,P2,10,upi,success,2023-11-26
T1379,1379,U601,601,P5,15,net banking,success,2023-06-07
T1380,1380,U240,240,P0,0,upi,success,2023-06-19
T1381,1381,U700,700,P4,60,credit card,failed,2023-02-20
T1382,1382,U507,507,P5,15,debit card,success,2023-02-13
T1383,1383,U169,169,P5,15,upi,failed,2023-12-27
T1384,1384,U305,305,P10,18,upi,success,2023-08-11
T1385,1385,U775,775,P5,15,credit card,pending,2023-07-12
T1386,1386,U90,90,P4,60,credit card,success,2023-09-28
T1387,1387,U311,311,P9,0,upi,success,2023-09-26
T1388,1388,U227,227,P5,15,net banking,success,2023-07-11
T1389,1389,U158,158,P4,60,upi,failed,2023-01-31
T1390,1390,U446,446,P6,12,net banking,success,2023-03-13
T1391,1391,U73,73,P8,30,debit card,success,2023-06-19
T1392,1392,U531,531,P10,18,no payment,success,2023-10-04
T1393,1393,U731,731,P3,25,debit card,success,2023-11-29
T1394,1394,U632,632,P2,10,upi,success,2023-01-16
T1395,1395,U202,202,P3,25,upi,success,2023-03-06
T1396,1396,U218,218,P0,0,net banking,success,2023-06-19
T1397,1397,U765,765,P7,20,credit card,success,2023-09-21
T1398,1398,U739,739,P1,0,net banking,success,2023-06-18
T1399,1399,U424,424,P4,60,credit card,success,2023-07-29
T1400,1400,U21,21,P8,30,credit card,success,2023-08-05
T1401,1401,U690,690,P1,0,credit card,success,2023-07-28
T1402,1402,U288,288,P6,12,credit card,success,2023-04-25
T1403,1403,U665,665,P9,0,upi,success,2023-08-25
T1404,1404,U103,103,P9,0,no payment,success,2023-04-18
T1405,1405,U769,769,P2,10,no payment,success,2023-07-01
T1406,1406,U477,477,P9,0,debit card,success,2023-08-25
T1407,1407,U237,237,P2,10,debit card,success,2023-12-25
T1408,1408,U502,502,P9,0,debit card,success,2023-10-06
T1410,1410,U288,288,P5,15,debit card,success,2023-08-09
T1411,1411,U338,338,P7,20,debit card,success,2023-12-07
T1412,1412,U137,137,P0,0,debit card,success,2023-05-28
T1413,1413,U508,508,P7,20,upi,success,2023-12-23
T1414,1414,U467,467,P1,0,debit card,success,2023-09-17
T1415,1415,U779,779,P2,10,no payment,success,2023-11-12
T1416,1416,U100,100,P7,20,upi,success,2023-09-05
T1417,1417,U599,599,P1,0,credit card,success,2023-01-04
T1418,1418,U364,364,P9,0,net banking,success,2023-01-13
T1419,1419,U84,84,P0,0,upi,success,2023-09-13
T1420,1420,U271,271,P4,60,upi,success,2023-08-13
T1421,1421,U388,388,P2,10,no payment,success,2023-01-22
T1422,1422,U791,791,P5,15,debit card,success,2023-06-13
T1423,1423,U648,648,P9,0,credit card,success,2023-02-10
T1424,1424,U139,139,P10,18,no payment,success,2023-10-06
T1425,1425,U483,483,P2,10,no payment,success,2023-11-26
T1426,1426,U78,78,P4,60,upi,pending,2023-09-09
T1427,1427,U149,149,P10,18,credit card,success,2023-08-30
T1428,1428,U480,480,P6,12,no payment,success,2023-06-02
T1429,1429,U518,518,P6,12,net banking,success,2023-07-13
T1430,1430,U770,770,P7,20,net banking,success,2023-05-26
T1431,1431,U480,480,P3,25,no payment,failed,2023-06-12
T1432,1432,U416,416,P5,15,upi,success,2023-03-15
T1433,1433,U280,280,P0,0,net banking,success,2023-03-25
T1434,1434,U321,321,P5,15,upi,failed,2023-11-15
T1436,1436,U116,116,P3,25,debit card,success,2023-11-22
T1437,1437,U648,648,P8,30,upi,success,2023-03-15
T1438,1438,U618,618,P1,0,no payment,success,2023-03-05
T1439,1439,U237,237,P0,0,debit card,success,2023-09-22
T1440,1440,U63,63,P10,18,debit card,success,2023-06-15
T1441,1441,U754,754,P4,60,net banking,success,2023-06-08
T1442,1442,U364,364,P9,0,no payment,success,2023-06-28
T1443,1443,U742,742,P4,60,upi,success,2023-04-26
T1444,1444,U240,240,P6,12,debit card,success,2023-10-02
T1445,1445,U590,590,P7,20,no payment,failed,2023-01-23
T1446,1446,U793,793,P10,18,debit card,success,2023-06-16
T1447,1447,U119,119,P10,18,net banking,success,2023-05-25
T1448,1448,U539,539,P5,15,no payment,failed,2023-05-09
T1449,1449,U616,616,P2,10,credit card,success,2023-09-14
T1450,1450,U213,213,P2,10,net banking,success,2023-04-23
T1451,1451,U22,22,P9,0,upi,success,2023-01-30
T1452,1452,U770,770,P3,25,no payment,success,2023-12-21
T1453,1453,U716,716,P10,18,debit card,success,2023-11-30
T1454,1454,U379,379,P1,0,no payment,failed,2023-07-31
T1455,1455,U258,258,P4,60,upi,success,2023-11-30
T1456,1456,U367,367,P7,20,no payment,success,2023-09-21
T1457,1457,U225,225,P7,20,debit card,success,2023-07-10
T1458,1458,U236,236,P3,25,net banking,success,2023-03-03
T1459,1459,U183,183,P5,15,net banking,success,2023-08-22
T1460,1460,U758,758,P3,25,debit card,failed,2023-06-25
T1461,1461,U235,235,P9,0,credit card,success,2023-04-15
T1462,1462,U500,500,P5,15,credit card,success,2023-10-14
T1463,1463,U437,437,P5,15,net banking,success,2023-01-19
T1464,1464,U281,281,P1,0,upi,success,2023-08-26
T1465,1465,U302,302,P5,15,no payment,success,2023-09-21
T1466,1466,U79,79,P4,60,debit card,success,2023-11-02
T1467,1467,U374,374,P7,20,upi,success,2023-03-18
T1468,1468,U9,9,P4,60,no payment,success,2023-02-16
T1469,1469,U187,187,P10,18,net banking,success,2023-02-21
T1470,1470,U205,205,P5,15,debit card,success,2023-03-07
T1471,1471,U778,778,P0,0,upi,success,2023-03-22
T1472,1472,U65,65,P3,25,no payment,success,2023-05-16
T1473,1473,U195,195,P3,25,net banking,success,2023-02-24
T1474,1474,U630,630,P7,20,net banking,success,2023-07-13
T1475,1475,U798,798,P2,10,no payment,success,2023-01-30
T1476,1476,U235,235,P8,30,credit card,success,2023-01-06
T1477,1477,U396,396,P6,12,credit card,success,2023-03-26
T1478,1478,U7,7,P1,0,no payment,success,2023-08-31
T1479,1479,U233,233,P0,0,no payment,success,2023-06-01
T1480,1480,U284,284,P8,30,no payment,success,2023-07-17
T1481,1481,U545,545,P8,30,net banking,success,2023-10-04
T1482,1482,U741,741,P9,0,debit card,success,2023-07-30
T1483,1483,U389,389,P7,20,net banking,success,2023-08-27
T1484,1484,U653,653,P9,0,net banking,failed,2023-03-17
T1485,1485,U371,371,P7,20,credit card,success,2023-05-16
T1486,1486,U62,62,P6,12,no payment,pending,2023-08-24
T1487,1487,U119,119,P2,10,net banking,success,2023-02-11
T1488,1488,U635,635,P5,15,net banking,failed,2023-09-08
T1489,1489,U477,477,P3,25,no payment,success,2023-01-07
T1490,1490,U528,528,P2,10,debit card,success,2023-12-14
T1491,1491,U166,166,P9,0,credit card,success,2023-06-21
T1492,1492,U79,79,P5,15,upi,success,2023-10-11
T1493,1493,U210,210,P7,20,net banking,success,2023-08-26
T1494,1494,U415,415,P6,12,debit card,success,2023-03-14
T1495,1495,U221,221,P9,0,upi,success,2023-08-26
T1496,1496,U104,104,P6,12,no payment,success,2023-02-06
T1497,1497,U799,799,P2,10,upi,success,2023-06-27
T1498,1498,U113,113,P9,0,no payment,success,2023-10-21
T1499,1499,U158,158,P4,60,debit card,success,2023-03-01
T1500,1500,U315,315,P5,15,upi,success,2023-08-21
T1501,1501,U267,267,P9,0,credit card,success,2023-12-20
T1502,1502,U379,379,P1,0,debit card,success,2023-07-06
T1503,1503,U687,687,P4,60,upi,success,2023-08-04
T1504,1504,U657,657,P7,20,net banking,success,2023-09-24
T1505,1505,U787,787,P10,18,upi,success,2023-12-15
T1506,1506,U323,323,P9,0,upi,success,2023-11-10
T1507,1507,U499,499,P1,0,credit card,success,2023-01-13
T1508,1508,U784,784,P10,18,debit card,pending,2023-07-26
T1509,1509,U692,692,P8,30,net banking,failed,2023-11-23
T1510,1510,U512,512,P5,15,debit card,success,2023-02-28
T1511,1511,U138,138,P9,0,debit card,failed,2023-04-17
T1512,1512,U789,789,P2,10,net banking,success,2023-01-18
T1513,1513,U293,293,P4,60,net banking,success,2023-09-03
T1514,1514,U311,311,P10,18,credit card,success,2023-12-10
T1515,1515,U225,225,P3,25,no payment,success,2023-01-30
T1516,1516,U11,11,P5,15,credit card,success,2023-09-18
T1517,1517,U12,12,P0,0,net banking,success,2023-12-01
T1518,1518,U353,353,P4,60,upi,success,2023-04-16
T1519,1519,U396,396,P0,0,upi,success,2023-07-16
T1521,1521,U29,29,P3,25,debit card,success,2023-10-15
T1522,1522,U16,16,P4,60,no payment,success,2023-05-20
T1523,1523,U615,615,P4,60,no payment,success,2023-12-02
T1524,1524,U326,326,P4,60,no payment,failed,2023-12-20
T1525,1525,U92,92,P8,30,no payment,success,2023-12-07
T1526,1526,U139,139,P5,15,upi,success,2023-02-21
T1527,1527,U333,333,P9,0,net banking,success,2023-05-25
T1528,1528,U799,799,P5,15,no payment,success,2023-08-13
